iter	Passed	Remaining
606	73113	107562
607	73238	107448
608	73386	107368
609	73606	107392
610	73688	107215
611	73826	107120
612	73946	106999
613	74040	106839
614	74154	106709
615	74262	106571
616	74377	106443
617	74455	106261
618	74555	106112
619	74656	105964
620	74762	105823
621	74856	105665
622	74962	105525
623	75137	105481
624	75256	105359
625	75411	105287
626	75512	105139
627	75646	105038
628	75812	104980
629	75933	104860
630	76052	104737
631	76140	104573
632	76258	104448
633	76390	104344
634	76487	104191
635	76586	104041
636	76682	103889
637	76784	103742
638	76891	103604
639	76998	103467
640	77101	103323
641	77237	103224
642	77340	103080
643	77530	103053
644	77751	103066
645	77844	102909
646	78044	102893
647	78172	102782
648	78307	102680
649	78433	102566
650	78539	102426
651	78640	102280
652	78767	102168
653	78940	102115
654	79048	101978
655	79253	101966
656	79445	101937
657	79556	101802
658	79650	101648
659	79750	101500
660	79861	101367
661	79943	101197
662	80116	101141
663	80363	101180
664	80495	101072
665	80631	100971
666	80733	100826
667	80844	100692
668	80938	100538
669	81086	100450
670	81184	100301
671	81307	100182
672	81409	100038
673	81539	99928
674	81629	99769
675	81729	99622
676	81833	99481
677	81949	99354
678	82049	99208
679	82161	99076
680	82260	98929
681	82415	98850
682	82572	98772
683	82683	98639
684	82785	98496
685	82872	98335
686	82992	98213
687	83104	98082
688	83202	97935
689	83306	97794
690	83399	97641
691	83503	97501
692	83621	97377
693	83722	97233
694	83821	97087
695	83928	96952
696	84025	96803
697	84141	96677
698	84310	96613
699	84446	96509
700	84626	96457
701	84787	96381
702	84964	96325
703	85053	96168
704	85158	96029
705	85298	95930
706	85471	95868
707	85583	95737
708	85662	95569
709	85771	95435
710	85879	95300
711	85986	95165
712	86074	95007
713	86175	94864
714	86283	94731
715	86373	94576
716	86467	94426
717	86573	94290
718	86665	94138
719	86773	94004
720	86890	93880
721	87056	93809
722	87157	93667
723	87256	93523
724	87346	93370
725	87461	93244
726	87566	93107
727	87665	92963
728	87783	92841
729	87952	92771
730	88110	92690
731	88190	92527
732	88305	92401
733	88407	92261
734	88500	92113
735	88610	91981
736	88719	91849
737	88840	91729
738	88929	91576
739	89051	91458
740	89184	91350
741	89334	91261
742	89443	91128
743	89560	91004
744	89655	90859
745	89766	90729
746	89891	90613
747	90038	90520
748	90166	90407
749	90312	90312
750	90510	90269
751	90623	90141
752	90728	90005
753	90837	89874
754	90941	89736
755	91060	89615
756	91178	89492
757	91268	89342
758	91450	89281
759	91566	89156
760	91660	89010
761	91744	88854
762	91832	88703
763	91943	88573
764	92054	88444
765	92153	88304
766	92268	88178
767	92366	88036
768	92482	87912
769	92602	87791
770	92716	87665
771	92808	87519
772	92900	87371
773	92995	87228
774	93071	87066
775	93173	86930
776	93280	86797
777	93366	86646
778	93438	86481
779	93549	86352
780	93735	86294
781	93879	86196
782	94031	86105
783	94163	85996
784	94284	85876
785	94397	85750
786	94476	85593
787	94593	85470
788	94691	85330
789	94808	85208
790	94934	85092
791	95026	84947
792	95145	84827
793	95239	84683
794	95339	84546
795	95441	84410
796	95686	84401
797	95851	84320
798	96040	84260
799	96175	84153
800	96293	84031
801	96411	83909
802	96509	83770
803	96597	83621
804	96677	83466
805	96812	83359
806	96906	83216
807	97041	83109
808	97125	82959
809	97237	82832
810	97350	82705
811	97448	82567
812	97598	82472
813	97731	82363
814	97857	82248
815	97939	82096
816	98104	82014
817	98343	81992
818	98493	81897
819	98571	81742
820	98680	81613
821	98767	81465
822	98884	81342
823	98991	81211
824	99088	81072
825	99190	80937
826	99316	80822
827	99419	80688
828	99538	80567
829	99621	80417
830	99726	80285
831	99872	80185
832	99981	80057
833	100059	79903
834	100151	79761
835	100265	79637
836	100449	79567
837	100567	79445
838	100718	79350
839	100874	79258
840	100992	79136
841	101098	79005
842	101293	78943
843	101392	78807
844	101479	78661
845	101626	78562
846	101769	78459
847	101898	78346
848	102010	78220
849	102107	78081
850	102194	77937
851	102299	77805
852	102386	77659
853	102489	77526
854	102655	77441
855	102789	77332
856	102895	77201
857	102988	77061
858	103069	76912
859	103187	76790
860	103285	76654
861	103393	76525
862	103490	76388
863	103599	76260
864	103707	76132
865	103817	76004
866	103956	75898
867	104063	75769
868	104148	75624
869	104251	75492
870	104360	75364
871	104462	75232
872	104574	75107
873	104692	74985
874	104888	74920
875	104992	74788
876	105105	74664
877	105207	74531
878	105291	74386
879	105402	74260
880	105530	74146
881	105630	74012
882	105751	73894
883	105906	73799
884	106037	73687
885	106136	73553
886	106225	73411
887	106350	73295
888	106461	73169
889	106556	73033
890	106636	72885
891	106732	72750
892	106897	72661
893	107040	72557
894	107173	72446
895	107262	72306
896	107448	72231
897	107528	72084
898	107621	71947
899	107724	71816
900	107837	71692
901	107960	71574
902	108111	71475
903	108212	71343
904	108300	71202
905	108489	71128
906	108691	71062
907	108828	70954
908	108942	70830
909	109149	70767
910	109511	70803
911	109703	70729
912	109814	70603
913	109926	70478
914	110016	70338
915	110142	70221
916	110241	70088
917	110391	69986
918	110471	69841
919	110577	69711
920	110662	69569
921	110760	69435
922	110894	69324
923	111075	69242
924	111214	69133
925	111294	68987
926	111388	68851
927	111489	68719
928	111584	68584
929	111772	68505
930	111890	68384
931	111949	68226
932	112049	68094
933	112161	67969
934	112262	67837
935	112371	67710
936	112523	67610
937	112634	67484
938	112726	67347
939	112829	67217
940	112946	67095
941	113088	66988
942	113197	66862
943	113312	66738
944	113431	66618
945	113581	66516
946	113685	66386
947	113795	66260
948	113915	66140
949	114097	66056
950	114203	65928
951	114295	65791
952	114388	65656
953	114500	65531
954	114620	65411
955	114715	65277
956	114821	65149
957	114931	65023
958	115027	64890
959	115127	64759
960	115223	64626
961	115334	64501
962	115447	64377
963	115544	64244
964	115658	64121
965	115752	63987
966	115866	63864
967	115938	63718
968	116129	63637
969	116305	63548
970	116424	63427
971	116549	63310
972	116659	63185
973	116743	63046
974	116847	62918
975	116964	62796
976	117076	62672
977	117160	62533
978	117279	62413
979	117369	62277
980	117482	62154
981	117598	62032
982	117707	61907
983	117814	61780
984	117901	61643
985	118029	61528
986	118154	61411
987	118295	61302
988	118467	61209
989	118637	61116
990	118812	61024
991	118932	60904
992	119106	60812
993	119228	60693
994	119337	60568
995	119422	60430
996	119526	60302
997	119637	60178
998	119732	60045
999	119851	59925
1000	119981	59811
1001	120099	59690
1002	120213	59567
1003	120341	59451
1004	120483	59342
1005	120585	59213
1006	120668	59075
1007	120800	58962
1008	120967	58865
1009	121102	58752
1010	121247	58645
1011	121378	58530
1012	121531	58426
1013	121669	58314
1014	121740	58171
1015	121880	58060
1016	122003	57942
1017	122111	57816
1018	122231	57696
1019	122334	57569
1020	122464	57453
1021	122547	57316
1022	122672	57199
1023	122782	57074
1024	122875	56942
1025	123011	56829
1026	123165	56725
1027	123283	56604
1028	123389	56478
1029	123474	56342
1030	123586	56219
1031	123735	56112
1032	123823	55978
1033	123907	55842
1034	124018	55718
1035	124102	55582
1036	124239	55470
1037	124343	55343
1038	124471	55227
1039	124589	55107
1040	124698	54982
1041	124783	54847
1042	124879	54717
1043	125001	54598
1044	125096	54467
1045	125277	54374
1046	125425	54267
1047	125559	54153
1048	125676	54032
1049	125808	53917
1050	125910	53790
1051	125998	53657
1052	126152	53551
1053	126267	53429
1054	126433	53329
1055	126537	53203
1056	126649	53080
1057	126777	52963
1058	126895	52842
1059	126994	52714
1060	127116	52595
1061	127219	52468
1062	127301	52333
1063	127445	52223
1064	127576	52108
1065	127729	52002
1066	127842	51879
1067	127951	51755
1068	128049	51626
1069	128138	51494
1070	128242	51368
1071	128328	51235
1072	128427	51107
1073	128546	50987
1074	128628	50853
1075	128734	50728
1076	128829	50598
1077	128941	50476
1078	129042	50349
1079	129151	50225
1080	129359	50140
1081	129558	50051
1082	129768	49966
1083	129872	49840
1084	129970	49712
1085	130057	49579
1086	130153	49451
1087	130238	49318
1088	130328	49187
1089	130412	49054
1090	130550	48941
1091	130665	48819
1092	130764	48692
1093	130860	48564
1094	130956	48435
1095	131035	48301
1096	131151	48180
1097	131314	48076
1098	131420	47952
1099	131598	47853
1100	131691	47724
1101	131828	47611
1102	131983	47504
1103	132090	47380
1104	132185	47251
1105	132270	47119
1106	132367	46992
1107	132448	46859
1108	132509	46719
1109	132608	46592
1110	132737	46476
1111	132857	46356
1112	132961	46231
1113	133071	46109
1114	133157	45978
1115	133256	45851
1116	133358	45726
1117	133478	45607
1118	133574	45479
1119	133671	45352
1120	133761	45223
1121	133862	45098
1122	133982	44978
1123	134141	44872
1124	134228	44742
1125	134343	44622
1126	134419	44488
1127	134522	44363
1128	134646	44246
1129	134742	44119
1130	134896	44011
1131	135016	43892
1132	135151	43778
1133	135255	43653
1134	135403	43543
1135	135501	43417
1136	135597	43291
1137	135713	43170
1138	135813	43045
1139	135906	42917
1140	135985	42785
1141	136095	42663
1142	136192	42537
1143	136380	42439
1144	136534	42331
1145	136683	42221
1146	136796	42100
1147	136906	41978
1148	136993	41849
1149	137109	41728
1150	137221	41607
1151	137326	41483
1152	137428	41359
1153	137564	41245
1154	137670	41122
1155	137819	41012
1156	137938	40892
1157	138038	40767
1158	138109	40634
1159	138196	40505
1160	138293	40380
1161	138387	40253
1162	138499	40132
1163	138674	40029
1164	138779	39906
1165	138923	39794
1166	139098	39691
1167	139209	39569
1168	139320	39448
1169	139415	39322
1170	139544	39205
1171	139719	39102
1172	139888	38996
1173	139976	38868
1174	140080	38745
1175	140167	38617
1176	140274	38495
1177	140426	38384
1178	140592	38278
1179	140729	38163
1180	140918	38063
1181	141059	37949
1182	141214	37840
1183	141339	37722
1184	141438	37597
1185	141551	37476
1186	141670	37357
1187	141823	37246
1188	141905	37117
1189	142026	36998
1190	142166	36884
1191	142280	36763
1192	142374	36637
1193	142485	36516
1194	142573	36389
1195	142679	36266
1196	142814	36151
1197	142913	36026
1198	143085	35920
1199	143204	35801
1200	143303	35676
1201	143403	35552
1202	143499	35427
1203	143579	35298
1204	143685	35176
1205	143783	35051
1206	143885	34928
1207	143994	34806
1208	144102	34684
1209	144206	34561
1210	144312	34439
1211	144417	34316
1212	144519	34193
1213	144629	34072
1214	144717	33946
1215	144826	33824
1216	144928	33701
1217	145023	33576
1218	145118	33452
1219	145316	33351
1220	145405	33225
1221	145509	33102
1222	145616	32981
1223	145727	32860
1224	145860	32744
1225	146007	32631
1226	146092	32504
1227	146214	32386
1228	146344	32269
1229	146522	32163
1230	146621	32039
1231	146708	31913
1232	146867	31803
1233	146966	31679
1234	147070	31557
1235	147172	31434
1236	147258	31308
1237	147374	31189
1238	147551	31082
1239	147649	30958
1240	147751	30836
1241	147855	30713
1242	147977	30595
1243	148076	30472
1244	148175	30349
1245	148289	30229
1246	148381	30104
1247	148501	29985
1248	148600	29862
1249	148715	29743
1250	148804	29618
1251	148912	29497
1252	149023	29376
1253	149121	29253
1254	149239	29134
1255	149353	29014
1256	149472	28895
1257	149560	28770
1258	149678	28651
1259	149854	28543
1260	150053	28440
1261	150266	28338
1262	150430	28227
1263	150614	28121
1264	150724	28000
1265	150836	27879
1266	150917	27753
1267	151033	27633
1268	151136	27511
1269	151265	27394
1270	151384	27275
1271	151559	27166
1272	151698	27050
1273	151779	26924
1274	152016	26826
1275	152201	26718
1276	152302	26596
1277	152401	26473
1278	152488	26348
1279	152602	26228
1280	152688	26103
1281	152774	25978
1282	152877	25856
1283	152974	25733
1284	153087	25613
1285	153213	25495
1286	153322	25375
1287	153433	25254
1288	153535	25132
1289	153631	25009
1290	153757	24891
1291	153850	24768
1292	153950	24646
1293	154068	24527
1294	154192	24408
1295	154451	24311
1296	154560	24190
1297	154648	24066
1298	154781	23950
1299	154869	23826
1300	154968	23703
1301	155076	23582
1302	155159	23458
1303	155266	23337
1304	155361	23214
1305	155461	23093
1306	155558	22970
1307	155659	22849
1308	155767	22728
1309	155870	22607
1310	155979	22486
1311	156095	22367
1312	156194	22245
1313	156289	22123
1314	156387	22001
1315	156523	21884
1316	156710	21775
1317	156808	21653
1318	156915	21532
1319	157096	21422
1320	157282	21312
1321	157406	21193
1322	157518	21073
1323	157653	20956
1324	157762	20836
1325	157863	20715
1326	157981	20595
1327	158077	20473
1328	158186	20353
1329	158286	20232
1330	158389	20111
1331	158495	19990
1332	158591	19868
1333	158689	19746
1334	158873	19636
1335	158955	19512
1336	159056	19391
1337	159168	19271
1338	159279	19151
1339	159378	19030
1340	159504	18912
1341	159637	18794
1342	159757	18676
1343	159858	18554
1344	159958	18433
1345	160064	18313
1346	160185	18194
1347	160357	18081
1348	160546	17970
1349	160658	17850
1350	160757	17729
1351	160850	17607
1352	161061	17498
1353	161163	17378
1354	161309	17261
1355	161402	17140
1356	161502	17019
1357	161664	16904
1358	161803	16787
1359	161899	16666
1360	161980	16543
1361	162111	16425
1362	162262	16309
1363	162381	16190
1364	162522	16073
1365	162619	15952
1366	162780	15837
1367	162894	15717
1368	163018	15599
1369	163183	15484
1370	163339	15368
1371	163450	15249
1372	163568	15129
1373	163672	15009
1374	163762	14887
1375	163843	14764
1376	163913	14641
1377	164063	14525
1378	164189	14406
1379	164272	14284
1380	164373	14163
1381	164480	14043
1382	164575	13922
1383	164666	13801
1384	164780	13682
1385	164865	13560
1386	164968	13440
1387	165066	13319
1388	165156	13198
1389	165256	13077
1390	165383	12959
1391	165553	12844
1392	165691	12727
1393	165808	12608
1394	165943	12490
1395	166033	12369
1396	166145	12249
1397	166276	12131
1398	166377	12011
1399	166512	11893
1400	166627	11774
1401	166762	11656
1402	166862	11536
1403	166985	11417
1404	167080	11297
1405	167181	11177
1406	167360	11062
1407	167481	10943
1408	167652	10827
1409	167946	10719
1410	168307	10616
1411	168600	10507
1412	168742	10389
1413	168897	10272
1414	168992	10151
1415	169107	10031
1416	169210	9911
1417	169334	9792
1418	169443	9672
1419	169557	9552
1420	169698	9434
1421	169819	9314
1422	169931	9195
1423	170048	9075
1424	170136	8954
1425	170257	8835
1426	170354	8714
1427	170426	8592
1428	170592	8475
1429	170826	8362
1430	170973	8244
1431	171087	8124
1432	171195	8004
1433	171339	7885
1434	171435	7765
1435	171558	7646
1436	171652	7525
1437	171790	7406
1438	171875	7285
1439	171975	7165
1440	172129	7047
1441	172267	6928
1442	172434	6811
1443	172575	6692
1444	172672	6572
1445	172792	6452
1446	172925	6333
1447	173100	6216
1448	173202	6096
1449	173326	5976
1450	173437	5856
1451	173551	5737
1452	173661	5617
1453	173783	5497
1454	173944	5379
1455	174040	5259
1456	174136	5139
1457	174282	5020
1458	174368	4900
1459	174516	4781
1460	174635	4661
1461	174769	4542
1462	174886	4422
1463	174983	4302
1464	175085	4182
1465	175271	4064
1466	175365	3944
1467	175465	3824
1468	175581	3705
1469	175695	3585
1470	175793	3465
1471	175906	3346
1472	176002	3226
1473	176111	3106
1474	176230	2986
1475	176327	2867
1476	176430	2747
1477	176536	2627
1478	176669	2508
1479	176822	2389
1480	176922	2269
1481	177033	2150
1482	177144	2030
1483	177227	1910
1484	177351	1791
1485	177584	1673
1486	177697	1553
1487	177830	1434
1488	177917	1314
1489	178024	1194
1490	178119	1075
1491	178232	955
1492	178343	836
1493	178443	716
1494	178527	597
1495	178641	477
1496	178741	358
1497	178842	238
1498	178935	119
1499	179032	0
